Date,open,high,low,close,volume
2002-07-02,151.09968533656738,155.03557895881644,150.4757089894395,151.38768005371094,166016.0
2002-07-03,151.7956378552322,154.7955516468376,149.75569647694056,150.8836669921875,196486.0
2002-07-04,152.0356636971459,153.52362418779532,152.0356636971459,152.7076416015625,233997.0
2002-07-05,153.54753529859812,158.3953973595066,153.54753529859812,155.5394744873047,472596.0
2002-07-08,158.87543122908698,163.19530700268754,157.43547263788682,162.64332580566406,317179.0
2002-07-09,162.85930173033842,165.06724104341308,159.83539471652918,161.58734130859375,456642.0
2002-07-10,161.56336157107006,162.23533933694517,157.43547722638468,158.15545654296875,98892.0
2002-07-11,158.39549772293003,158.39549772293003,154.67560345822486,155.2275848388672,68794.0
2002-07-12,156.85948790355707,159.35542206009046,156.47550479394425,157.41148376464844,63190.0
2002-07-15,157.43547913835832,157.81946225265978,153.11560318639118,153.90757751464844,87809.0
2002-07-16,152.87561526828344,154.05158739878487,150.71567721896702,151.19566345214844,47189.0
2002-07-17,150.76364355817267,152.58758495903894,146.3957669268189,147.71572875976562,122953.0
2002-07-18,147.88376195831083,151.19566405077185,147.59576728765825,149.87570190429688,173079.0
2002-07-19,143.99588377714352,150.71569168674355,143.99588377714352,147.4757843017578,84246.0
2002-07-22,144.95585372951803,147.69178133130242,143.61189803096832,144.90785217285156,103234.0
2002-07-23,143.99584857259788,148.36372557556973,143.0598696976699,146.92376708984375,78746.0
2002-07-24,147.3558301281626,148.67579277589044,142.05198607559265,143.53993225097656,189959.0
2002-07-25,149.75571276313642,149.75571276313642,136.5800840983263,137.8760528564453,266291.0
2002-07-26,136.94004753614564,139.05199838859068,132.54817703929422,133.6761474609375,178532.0
2002-07-29,134.34819812042278,135.30817097537118,118.10066194482825,131.5162811279297,386909.0
2002-07-30,134.39615370352055,138.7160300725623,132.0442239433126,132.71620178222656,254176.0
2002-07-31,122.39650845094673,130.55627568100985,122.39650845094673,128.204345703125,325601.0
2002-08-01,129.11628585496254,134.3481324265455,122.5164757043836,126.14036560058594,438415.0
2002-08-02,124.79642619873955,130.53226780054268,122.63648805299214,129.11630249023438,229465.0
2002-08-05,130.46030695010904,134.44420314259253,130.46030695010904,132.59625244140625,297447.0
2002-08-06,133.14818438084893,136.74808129803853,130.60426308524217,134.15615844726562,184716.0
2002-08-07,135.35611000660694,136.74806707352548,130.55624794963506,131.2282257080078,164013.0
2002-08-08,132.38024067651196,133.91620298573645,130.55629825132726,131.61227416992188,166449.0
2002-08-09,133.43615622961804,133.43615622961804,131.03622536217884,132.23619079589844,94358.0
2002-08-12,132.81218527674133,137.75603719852734,131.99620289057498,136.17208862304688,182823.0
2002-08-13,137.20407508738325,138.23604261479983,134.7081406809643,137.132080078125,156701.0
2002-08-14,134.01219887251227,144.2359025805794,134.01219887251227,143.37193298339844,650771.0
2002-08-15,143.37193298339844,143.37193298339844,143.37193298339844,143.37193298339844,0.0
2002-08-16,143.51586320125327,146.87576635312206,142.5798843211694,144.28384399414062,762266.0
2002-08-19,145.43580691217812,148.07573080002294,143.03587610504647,143.82785034179688,487314.0
2002-08-20,144.06784423080964,145.79579735124224,140.15595992284028,141.18792724609375,259312.0
2002-08-21,141.54794556552767,141.83594025198815,135.14012604585955,135.81211853027344,206978.0
2002-08-22,136.3161054652372,137.68406931236186,132.9562014572912,133.43618774414062,203546.0
2002-08-23,135.5960630931764,135.78805458919263,130.55620942068668,131.66017150878906,194880.0
2002-08-26,131.46821378809105,135.30810328696492,131.03622914907095,133.1961669921875,169296.0
2002-08-27,135.35612046906903,135.35612046906903,129.3562924340926,129.644287109375,164835.0
2002-08-28,124.3164428153539,131.99622306649545,124.3164428153539,131.396240234375,88618.0
2002-08-29,133.1961818596948,133.82015811370434,126.716367607061,127.412353515625,404807.0
2002-08-30,129.11630249023438,130.41227123689004,128.39632310831857,129.11630249023438,204888.0
