Date,open,high,low,close,volume
2007-11-28,176.52744806149585,179.98520497568504,159.1749752395455,161.0585479736328,21958915.0
2007-11-29,164.69830405520824,166.33619051884753,153.28772048012664,161.4225311279297,25616715.0
2007-11-30,161.96852484714725,174.16165543352,161.96852484714725,169.06602478027344,23047035.0
2007-12-03,171.02236780676782,180.9497670585394,167.7920941303066,178.34735107421875,14578850.0
2007-12-04,179.575799583576,191.9964152028448,177.6194296761552,190.9044952392578,22742860.0
2007-12-05,191.0864384346932,200.00380833854808,191.0864384346932,197.2740020751953,13806600.0
2007-12-06,191.26842308537965,201.56889873548823,191.26842308537965,198.3841247558593,8619680.0
2007-12-07,200.1858367919922,206.31880788122703,196.18212560995863,200.1858367919922,11182820.0
2007-12-10,200.48607072475647,202.00566119462863,193.1883848425844,195.3722381591797,5028390.0
2007-12-11,196.7371620378932,198.18395616144736,189.44856974220733,190.35850524902344,3990645.0
2007-12-12,187.44667738367625,193.4522560963752,184.8988556908793,188.702392578125,3637865.0
2007-12-13,189.266571380452,209.2851510456921,188.7388071594996,205.8546905517578,15317195.0
2007-12-14,201.1230451004897,207.44709413179484,200.3859995573144,201.459716796875,5345960.0
2007-12-17,207.4652820731553,212.5609261340205,185.8998147398221,190.0400238037109,7024775.0
2007-12-18,190.0400238037109,190.0400238037109,190.0400238037109,190.0400238037109,0.0
2007-12-19,198.54793038591265,203.09760804775536,190.4131045050156,194.1620483398437,4228330.0
2007-12-20,197.18302129440625,197.18302129440625,191.2684405077726,192.9427185058593,3116440.0
2007-12-24,199.2758425128883,216.9285828255221,197.50147134960736,210.52264404296875,10304460.0
2007-12-26,213.8348428394929,220.932342527664,208.9211966854974,218.36631774902344,7335155.0
2007-12-27,221.11432430225184,225.6640017570307,219.11246899905188,220.50466918945312,4887475.0
2007-12-28,216.45543745866,231.8515427650433,213.83481906284567,227.320068359375,5820690.0
2007-12-31,229.91338610439817,235.67327910939085,229.485715336566,230.9052124023437,3686245.0
2008-01-01,232.761456358226,240.0409249938502,229.97705651579605,236.00991821289065,2456740.0
2008-01-02,238.44857224778045,240.95089472145847,231.1236030233516,237.9390106201172,3519075.0
2008-01-03,237.4931423955485,239.25841931533628,229.51300494923,232.1791229248047,2525290.0
2008-01-04,232.7250992647355,235.6368900976314,224.3901006089173,225.7277069091797,2753975.0
2008-01-07,225.66401209115287,232.74330942421904,221.1143344280248,223.3436737060547,3154815.0
2008-01-08,225.66399623089683,228.39380263691567,215.6547060754941,219.258056640625,2652495.0
2008-01-09,218.3845412599138,220.20441243707967,209.4671697148976,214.7902984619141,3137535.0
2008-01-10,215.65470341583008,218.3481184790701,202.00567155406867,204.1076202392578,2194030.0
2008-01-11,205.2813871961672,205.6453557232896,193.4522295660664,197.61062622070312,3084690.0
2008-01-14,196.9827972642896,196.9827972642896,187.6468657336161,188.3839111328125,4179580.0
