Date,open,high,low,close,volume
2002-07-02,13.992558350212112,14.869704194835291,13.992558350212112,14.827935218811035,676474.0
2002-07-03,15.036777168997572,15.036777168997572,14.59820472255898,14.681742668151855,574661.0
2002-07-04,14.932357777049308,15.14120089089927,14.72351289527518,15.036778450012209,1148300.0
2002-07-05,14.63997330360113,14.807049190316064,14.201400868898393,14.28493881225586,903273.0
2002-07-08,14.305822301246804,14.49378267231792,14.09697921242507,14.201400756835938,572054.0
2002-07-09,14.326707482860696,14.347591084299212,13.971672115014464,14.01344108581543,657548.0
2002-07-10,14.28493942893191,14.389360978674604,13.9299040382979,13.971673011779783,840243.0
2002-07-11,14.201400079310986,14.201400079310986,13.574867306888708,13.616636276245115,1105675.0
2002-07-12,13.867250037212852,13.867250037212852,13.345139656977109,13.407793998718262,1212941.0
2002-07-15,13.36602581791231,13.512216344087095,13.219834407775483,13.282487869262695,613201.0
2002-07-16,12.927452445443864,13.366025791009555,12.927452445443864,13.261603355407717,490166.0
2002-07-17,13.1989496237062,13.345140146592469,12.969221154049478,13.05275821685791,490399.0
2002-07-18,13.407794683777402,13.470447260795757,13.157180839855847,13.198949813842772,246819.0
2002-07-19,13.32425673580355,13.34514033883498,13.157180839855847,13.198949813842772,273717.0
2002-07-22,13.282486716047678,13.324255686746012,12.94833583442298,13.136295318603516,430722.0
2002-07-23,13.15717967245452,13.15717967245452,12.760375338748146,12.990104675292969,485732.0
2002-07-24,13.03187443710883,13.03187443710883,12.73949251134584,12.864798545837402,250128.0
2002-07-25,13.157179730435804,13.366024582760527,13.010988333808498,13.03187370300293,393443.0
2002-07-26,12.781260432087205,12.948335425644014,12.593300953840552,12.73949146270752,437573.0
2002-07-29,13.15717938858051,13.15717938858051,12.63506992322024,12.73949146270752,491284.0
2002-07-30,13.157180272853106,13.157180272853106,12.676839744589618,12.71860694885254,467602.0
2002-07-31,12.739493665061737,13.19895063974355,12.238266829817286,13.094528198242188,948395.0
2002-08-01,12.948336324962687,12.990105297243412,12.488879397798714,12.63507080078125,616734.0
2002-08-02,12.572415450968162,12.6559533888357,12.44710942812878,12.593300819396973,280372.0
2002-08-05,12.65595334837788,12.739491285978367,12.572415410777392,12.614184379577637,132945.0
2002-08-06,12.676840527147167,12.676840527147167,12.488880140703037,12.530648231506348,270422.0
2002-08-07,12.71860773398843,12.760376708753792,12.447111165937672,12.530648231506348,294814.0
2002-08-08,12.676840527147167,12.676840527147167,12.467995653320353,12.530648231506348,182438.0
2002-08-09,12.509764628085716,12.614186181037072,12.467995653320353,12.530648231506348,225134.0
2002-08-12,12.530647486117442,12.655954402959615,12.44711042551799,12.63507080078125,165155.0
2002-08-13,12.593303778344064,12.739494319999544,12.530649426260096,12.676841735839844,70647.0
2002-08-14,12.593300837757525,12.739491345276932,12.593300837757525,12.655953407287598,82282.0
2002-08-15,12.655953407287598,12.655953407287598,12.655953407287598,12.655953407287598,0.0
2002-08-16,12.739493665061737,13.261604104644368,12.63507210752246,13.094528198242188,329959.0
2002-08-19,13.031874149620492,13.57486813238794,12.864798262034826,13.470446586608888,380885.0
2002-08-20,13.700176325062277,14.034327247417623,13.40779526245868,13.825482368469238,662703.0
2002-08-21,14.096980860914249,14.096980860914249,13.366026428713075,13.888136863708496,277827.0
2002-08-22,13.992556924031408,13.992556924031408,13.428677573101057,13.49133014678955,189859.0
2002-08-23,13.57486727775675,13.783711240128682,13.407793168613528,13.595751762390137,171919.0
2002-08-26,13.70017510466712,13.78371216484302,13.449561272253437,13.512215614318848,96891.0
2002-08-27,13.512215544388216,13.595752604131786,13.386908628829884,13.407793998718262,130388.0
2002-08-28,13.49133001932023,13.49133001932023,13.136295530579265,13.345139503479004,178874.0
2002-08-29,13.366024523858904,13.40779349413978,12.96922019015253,12.990104675292969,132889.0
2002-08-30,12.948335362768054,13.741943125242596,12.885681909002765,13.574867248535156,475193.0
2002-09-02,13.783713384498986,14.138749678500533,13.63752285328395,13.762829780578612,460012.0
2002-09-03,13.679291637279052,13.679291637279052,13.407795066537531,13.553985595703123,210570.0
2002-09-04,13.36602625347428,14.034327212563168,13.36602625347428,13.741945266723633,394284.0
2002-09-05,13.909018342968077,13.992556282673032,13.741943347520111,13.783711433410645,249955.0
2002-09-06,13.992556056341824,13.992556056341824,13.491329310181436,13.574867248535156,233069.0
2002-09-09,13.407793787719664,13.741943789359388,13.26160238853556,13.303370475769045,447204.0
2002-09-10,13.303370475769045,13.303370475769045,13.303370475769045,13.303370475769045,0.0
2002-09-11,13.616637950493686,13.616637950493686,13.240718947988336,13.324256896972656,85711.0
2002-09-12,13.36602417057472,14.326706925794772,13.282486232221,13.574867248535156,563086.0
2002-09-13,13.762830131134772,14.41024662009481,13.574869735405198,14.222286224365234,2817563.0
2002-09-16,14.284939722902156,14.765281159904768,13.553985323812874,14.30582332611084,1095474.0
2002-09-17,14.514666612698248,14.63997352966942,14.201401088194311,14.556435585021973,2655073.0
2002-09-18,14.577319816699712,14.723510324453695,14.26405254873704,14.326706886291504,432522.0
2002-09-19,14.03432660131763,14.619090467528125,12.802145408096512,13.115412712097168,7152614.0
2002-09-20,13.157179850910966,14.26405315855742,12.948335880635897,14.076093673706056,1271550.0
2002-09-23,14.138748528212624,14.159632130433966,13.574868285224388,13.637521743774414,173040.0
2002-09-24,13.574867564564766,13.574867564564766,12.94833566421169,13.010988235473633,1048120.0
2002-09-25,12.94833594610453,13.616636831156168,12.906566975045932,13.219833374023438,752213.0
2002-09-26,13.157181663143003,13.407795522746277,13.03187561730346,13.094528198242188,336088.0
2002-09-27,13.324256950024152,13.5122164520252,13.052758614744125,13.366025924682615,298476.0
2002-09-30,13.366026591290796,13.366026591290796,13.0318756613199,13.073644638061523,205277.0
2002-10-01,13.157179134327643,13.42867654608718,13.094525681468848,13.386907577514648,404042.0
2002-10-02,13.386907577514648,13.386907577514648,13.386907577514648,13.386907577514648,0.0
2002-10-03,13.449562106075454,13.449562106075454,13.052758614744125,13.366025924682615,274210.0
2002-10-04,13.449560146411528,13.449560146411528,13.261601555758974,13.386907577514648,239927.0
2002-10-07,13.345139446964502,13.407793787719664,13.15717996054691,13.303370475769045,300287.0
2002-10-08,13.386909528049802,15.433581330656205,13.073643986035403,13.366025924682615,625859.0
2002-10-09,13.44956188984026,13.533099837814111,13.17806532684931,13.198949813842772,181819.0
2002-10-10,13.157180802001893,13.240718749735398,13.073643738230414,13.115412712097168,96323.0
2002-10-11,13.303372242216271,13.303372242216271,13.010990288986996,13.073644638061523,121059.0
2002-10-14,13.324255553578029,13.324255553578029,12.948335705012092,12.990104675292969,84089.0
2002-10-15,12.990104675292969,12.990104675292969,12.990104675292969,12.990104675292969,0.0
2002-10-16,13.136296816773111,13.157181304504114,12.614186391422182,12.697724342346191,493002.0
2002-10-17,12.676840570964632,12.739493149367185,12.467995696415947,12.509764671325684,296721.0
2002-10-18,12.530647235011852,12.614185177899255,12.426225690364577,12.447110176086426,331175.0
2002-10-21,12.405340164818467,12.530646184684358,12.32180222893327,12.384455680847168,146979.0
2002-10-22,12.321804815012598,12.405342768430598,12.008539257619278,12.112960815429688,189950.0
2002-10-23,12.071190356024507,12.1547282991816,11.48642740581082,11.611733436584473,309574.0
2002-10-24,11.695272206372527,11.695272206372527,11.486428217680528,11.507311820983888,229266.0
2002-10-25,11.382004369874569,11.486426793252198,10.90166299026134,11.068737983703612,421009.0
2002-10-28,11.068739168254584,11.068739168254584,10.06628821635902,10.400437355041504,772620.0
2002-10-29,10.54662983121071,10.630167787310668,10.12894181863516,10.483976364135742,807582.0
2002-10-30,9.982749898368365,11.277583618974584,9.982749898368365,10.880779266357422,850942.0
2002-10-31,11.068739746080489,11.068739746080489,10.588398289986769,10.839012145996094,301904.0
2002-11-01,10.6510507209528,10.96431712661894,10.567512777051968,10.81812572479248,128283.0
2002-11-04,10.859892938934363,11.152274811299655,10.77635500855518,10.92254638671875,62681.0
2002-11-05,10.776357535934071,10.79724290738896,10.567513544967786,10.630167007446287,152069.0
2002-11-06,10.630167007446287,10.630167007446287,10.630167007446287,10.630167007446287,0.0
2002-11-07,10.60928146745938,10.734587496023344,10.46309095347443,10.504859924316406,149218.0
2002-11-08,10.483975302683646,10.483975302683646,10.337784778271926,10.400437355041504,158651.0
2002-11-11,10.44220717893943,10.44220717893943,10.1498261063139,10.254247665405272,678927.0
2002-11-12,10.275130254307514,10.316899223806487,10.19159319927151,10.212477684020996,81242.0
2002-11-13,10.44220717893943,10.44220717893943,10.191595083535288,10.254247665405272,166349.0
2002-11-14,10.54662730232096,10.54662730232096,9.940979917705867,9.96186351776123,399921.0
2002-11-15,10.024518465105116,10.128940007597548,9.565060672667755,9.606829643249512,1118961.0
2002-11-18,10.23336234217178,10.23336234217178,9.377101104819586,9.54417610168457,817245.0
2002-11-19,9.54417610168457,9.54417610168457,9.54417610168457,9.54417610168457,0.0
2002-11-20,9.794789038963025,9.857442494273124,9.502407131477836,9.54417610168457,674304.0
2002-11-21,9.523292383152665,9.648599303859369,9.251795822878853,9.293564796447754,697310.0
2002-11-22,9.105603526778443,9.585944908020595,9.105603526778443,9.377100944519045,485796.0
2002-11-25,9.418870175159352,9.815673628417883,9.39798568983396,9.669482231140137,875616.0
2002-11-26,9.815674993953106,10.170710409914564,9.79479050572231,10.045403480529783,990327.0
2002-11-27,10.108054966180458,10.12893945032231,9.899211008723835,10.003632545471191,490652.0
